id,organizationId,departmentId,teamId,role,tenureMonths,engagementScore,culturalContributions,recognitionsReceived,recognitionsGiven,lastActiveDate,createdAt,updatedAt
1984b21c-4745-0b6b-d372-7113f4f41be9,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,d154239e-f5db-4b7a-9af9-f2e5e0ee9b29,Director,80,72.2,22,5,20,2025-10-18T20:33:45.194989,2019-04-23T20:33:45.194991,2025-11-17T20:33:45.194993
885f17c1-b9ee-d87d-8bef-2b440f9afe97,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,d318c5c2-10ed-485c-b2ad-38a2d605d09f,VP,89,45.2,40,9,20,2025-11-12T20:33:45.195003,2018-07-27T20:33:45.195005,2025-11-17T20:33:45.195006
625ad861-25d4-ccd5-d258-de0677b9327d,f34c2c97-575b-493e-b555-137383e5a6ee,bb5e86a4-deab-4ca5-9564-92282fed72c6,9792ebcd-b766-4fb6-94b9-827cbed22803,Director,35,43.9,31,26,12,2025-10-27T20:33:45.195016,2023-01-02T20:33:45.195020,2025-11-17T20:33:45.195021
cc589716-b290-5812-3167-e209b6b41242,f34c2c97-575b-493e-b555-137383e5a6ee,6b0d2e85-bf5f-4224-9bb0-1194259d10b4,3ecec8c4-3ce1-4e3a-b8cf-7587cff11bd4,Senior Manager,73,73.8,49,22,15,2025-10-28T20:33:45.195031,2019-11-19T20:33:45.195033,2025-11-17T20:33:45.195035
3898d4d8-6fb7-5eb0-e082-6c99a72c6ed9,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,4a24dbdd-9d28-477a-80d6-a8db353e7521,Director,49,88.0,42,10,37,2025-10-26T20:33:45.195044,2021-11-08T20:33:45.195046,2025-11-17T20:33:45.195047
9f934564-cb15-98b2-f93b-e2cdf3716674,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,8f063136-0f54-485c-be51-e86f0911387d,Senior Contributor,21,52.0,13,15,18,2025-11-03T20:33:45.195057,2024-02-26T20:33:45.195059,2025-11-17T20:33:45.195061
0ab0481d-de1b-a004-cd6d-cf010fed12e1,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,b7b8cb6f-b6bf-49f4-9be9-7a79458165a8,Senior Director,117,60.0,44,25,28,2025-11-07T20:33:45.195071,2016-04-08T20:33:45.195073,2025-11-17T20:33:45.195074
94f9d5de-48f8-1520-7d66-02581b46893a,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,18b1dcd6-daee-4680-81de-c9f36142dba4,C-Level,35,61.9,25,28,6,2025-11-17T20:33:45.195084,2023-01-02T20:33:45.195086,2025-11-17T20:33:45.195087
12c2090c-eb2b-e83c-06cc-24e325a8b1de,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,f7f885dc-099e-4a2e-9815-cf473c6eef21,VP,72,59.1,26,24,30,2025-10-22T20:33:45.195097,2019-12-19T20:33:45.195099,2025-11-17T20:33:45.195100
e6e978b5-a48f-89e8-212e-eed0ecdc4d4a,f34c2c97-575b-493e-b555-137383e5a6ee,5b39b32d-b5d0-4dd5-bfae-573209077dd9,e0f726e2-964c-4bfc-939b-6d9c4c116161,Senior Contributor,124,83.1,6,23,23,2025-11-04T20:33:45.195111,2015-09-11T20:33:45.195113,2025-11-17T20:33:45.195127
fad3b6c2-f5c3-d926-bf58-cbd43dd7591f,f34c2c97-575b-493e-b555-137383e5a6ee,6b0d2e85-bf5f-4224-9bb0-1194259d10b4,b1ba5c81-ae79-46b7-8001-4679eceae0c7,C-Level,82,43.8,28,9,15,2025-10-26T20:33:45.195151,2019-02-22T20:33:45.195154,2025-11-17T20:33:45.195155
25a9427c-4c87-a219-5ff3-ccd87a594667,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,4d2afad8-bc8f-40b3-a0dd-39846f6824fb,VP,93,95.7,12,14,15,2025-11-05T20:33:45.195166,2018-03-29T20:33:45.195168,2025-11-17T20:33:45.195169
e7d99c6e-4fde-dbf4-7c1b-4704b3a721b4,f34c2c97-575b-493e-b555-137383e5a6ee,6b0d2e85-bf5f-4224-9bb0-1194259d10b4,8822d8e2-2963-431b-b14a-4e1925326732,Senior Contributor,62,45.4,41,2,25,2025-10-21T20:33:45.195179,2020-10-14T20:33:45.195181,2025-11-17T20:33:45.195182
3b834eeb-e10d-e6cd-3285-28e5d64ed351,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,a8fd7727-5f8f-40a5-bff2-13d3e00d17e1,C-Level,120,81.9,40,15,29,2025-11-01T20:33:45.195192,2016-01-09T20:33:45.195194,2025-11-17T20:33:45.195195
7d908d51-3c91-7d24-9093-00fa8bb17d9d,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,e459162a-fc22-4cf0-a0a4-799adce9e6eb,Senior Director,126,66.5,28,17,19,2025-10-19T20:33:45.195209,2015-07-13T20:33:45.195211,2025-11-17T20:33:45.195212
da49e0a0-5077-d0ff-6129-41b1a3ee9e90,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,741607ab-1ca8-4fef-8efc-b6c7d2060fa8,C-Level,196,59.3,28,2,19,2025-10-21T20:33:45.195222,2009-10-12T20:33:45.195224,2025-11-17T20:33:45.195225
37202269-aec3-845b-8e39-bafb1e4ae1c2,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,a63d2ada-9d82-44d4-94fd-c701b62ec3db,Senior Manager,134,48.5,49,9,27,2025-10-18T20:33:45.195237,2014-11-15T20:33:45.195239,2025-11-17T20:33:45.195240
1c92fb9b-52b4-df66-eb3f-98a964c9adf9,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,9294cf91-79d6-46d1-a44d-619894ee9b9a,Senior Contributor,27,61.6,41,20,26,2025-11-03T20:33:45.195250,2023-08-30T20:33:45.195251,2025-11-17T20:33:45.195253
5e5cb100-f5ab-2b02-aa3a-82bbaacab96b,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,6558ec4b-eb97-44b1-8323-c164bb95d821,Senior Manager,94,65.3,35,28,9,2025-10-29T20:33:45.195263,2018-02-27T20:33:45.195264,2025-11-17T20:33:45.195270
634bb28c-7f25-b42c-188e-ff2ce370866b,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,3408b081-75ec-48f4-94ea-ba7afecf86fe,Team Lead,128,84.3,20,3,31,2025-11-07T20:33:45.195280,2015-05-14T20:33:45.195282,2025-11-17T20:33:45.195286
8df4de2a-6e74-4cc2-44dd-5da64209333b,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,fec0d984-36d4-42c3-9c78-b54ad5dc2498,Director,74,48.9,41,13,24,2025-10-19T20:33:45.195315,2019-10-20T20:33:45.195317,2025-11-17T20:33:45.195319
08f75a35-f04e-22cc-04d5-c4199d373936,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,57b961b0-b8d7-4cad-8806-1e10f94d38a6,Team Lead,95,74.2,30,12,4,2025-11-07T20:33:45.195336,2018-01-28T20:33:45.195337,2025-11-17T20:33:45.195339
eb98cbb5-9b7a-a908-a067-a403d1782aba,f34c2c97-575b-493e-b555-137383e5a6ee,5b39b32d-b5d0-4dd5-bfae-573209077dd9,608b89f7-3751-488e-adff-42972e277bfb,Team Lead,180,62.5,34,26,3,2025-10-27T20:33:45.195349,2011-02-04T20:33:45.195351,2025-11-17T20:33:45.195352
1be6dc52-2ac6-19d9-ef05-95ad793cfb3d,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,9c4d622f-be92-41da-b296-f0810dc28c04,Director,59,82.7,27,12,7,2025-11-13T20:33:45.195362,2021-01-12T20:33:45.195364,2025-11-17T20:33:45.195365
a792fc3a-cacf-f22d-30e8-1c5308f4177c,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,a10a47bc-42d6-4fcf-8f70-90f453a66cbf,Manager,204,57.1,17,11,36,2025-10-26T20:33:45.195375,2009-02-14T20:33:45.195377,2025-11-17T20:33:45.195378
92ef3793-00dc-2db0-890b-eace7e593235,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,e9065c34-2fb3-48bf-8042-64382fcc0fe0,Individual Contributor,154,75.3,24,24,4,2025-11-14T20:33:45.195388,2013-03-25T20:33:45.195389,2025-11-17T20:33:45.195391
28433767-ed7e-3028-485c-6a5d2e80e371,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,7e51c5a4-bf2d-415c-ad38-a876afd43910,Individual Contributor,156,48.7,11,13,18,2025-10-27T20:33:45.195401,2013-01-24T20:33:45.195402,2025-11-17T20:33:45.195404
432f65b3-2c0b-54df-5776-2a32b7133d65,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,db370950-51bd-4ec1-ab13-73f53125521b,Manager,65,41.2,40,2,16,2025-10-22T20:33:45.195414,2020-07-16T20:33:45.195415,2025-11-17T20:33:45.195417
a4c0969f-9516-0e19-d1f7-511177781ee5,f34c2c97-575b-493e-b555-137383e5a6ee,5b39b32d-b5d0-4dd5-bfae-573209077dd9,eb62978e-7c3a-473f-a822-7c556a082d1a,Senior Contributor,117,51.0,0,26,21,2025-11-03T20:33:45.195429,2016-04-08T20:33:45.195432,2025-11-17T20:33:45.195435
7070dc38-ce89-83ea-2a7c-f8db0449246b,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,5e48cf8e-7864-4d23-ab0a-cf2ef6f46a7d,Senior Manager,21,94.1,0,29,1,2025-11-06T20:33:45.195462,2024-02-26T20:33:45.195464,2025-11-17T20:33:45.195466
689210f7-f4d0-1852-7e76-bfe957bf85d4,f34c2c97-575b-493e-b555-137383e5a6ee,b035a935-9dac-499b-8c29-cdf950f9213d,72da36a4-55af-47a3-99d1-fa433f260add,Senior Director,147,88.7,33,11,31,2025-11-10T20:33:45.195484,2013-10-21T20:33:45.195486,2025-11-17T20:33:45.195487
551c8952-bdef-b7bd-7e4d-b0e3ee3a3b94,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,9d7224bd-c1e2-4fbb-b71b-301dad24ee56,Senior Contributor,104,64.4,14,4,8,2025-10-23T20:33:45.195498,2017-05-03T20:33:45.195499,2025-11-17T20:33:45.195501
41d8f878-d348-0f42-e272-fe345d6d65e8,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,ec841c1b-c86f-43d6-92d2-acb8a2c9523d,VP,70,60.2,5,0,38,2025-11-10T20:33:45.195511,2020-02-17T20:33:45.195512,2025-11-17T20:33:45.195514
a3f0c8fb-2047-faae-4488-91d630942348,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,ad1bc93b-4385-4d81-a2e8-eaae73ef98c9,Senior Contributor,132,61.3,35,6,19,2025-10-26T20:33:45.195524,2015-01-14T20:33:45.195526,2025-11-17T20:33:45.195527
be43b15d-2951-c2bf-50c6-dc3cc78d9ae9,f34c2c97-575b-493e-b555-137383e5a6ee,b035a935-9dac-499b-8c29-cdf950f9213d,711d0d2b-34e9-4a5b-ae76-99909a70707d,Senior Manager,20,47.7,21,14,36,2025-10-28T20:33:45.195537,2024-03-27T20:33:45.195538,2025-11-17T20:33:45.195540
97097096-89b9-0c02-9e3a-54af9ed2dac6,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,ecbccedf-b569-4284-a2a8-e23717750c7d,C-Level,38,48.7,27,9,39,2025-11-14T20:33:45.195550,2022-10-04T20:33:45.195551,2025-11-17T20:33:45.195553
1a336b57-4c90-8bc7-d774-3315c3717a91,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,da5e70fd-0112-430b-a0b9-8f2929bb0833,Team Lead,116,74.9,46,22,4,2025-11-16T20:33:45.195566,2016-05-08T20:33:45.195570,2025-11-17T20:33:45.195571
6fc8f417-e891-f203-c044-65a9399ba10d,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,518ca99d-2fed-48d5-8722-130602b50880,VP,46,70.6,16,30,26,2025-11-10T20:33:45.195582,2022-02-06T20:33:45.195584,2025-11-17T20:33:45.195585
3b10c2ba-2ebf-6dd4-7a24-0a3b89e28c98,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,0d326114-3a29-4691-9a3f-1df2e7254b51,Individual Contributor,134,94.9,14,29,7,2025-11-05T20:33:45.195595,2014-11-15T20:33:45.195597,2025-11-17T20:33:45.195599
6cc060f2-fe1a-f04a-3776-739455e9e3d1,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,db4be5ac-ec95-43cb-8e2f-71d110858c91,Director,9,64.6,38,10,19,2025-11-03T20:33:45.195610,2025-02-20T20:33:45.195612,2025-11-17T20:33:45.195614
57d498a3-e01d-f12d-1173-4a7f577da47f,f34c2c97-575b-493e-b555-137383e5a6ee,6b0d2e85-bf5f-4224-9bb0-1194259d10b4,09d7902e-3e6b-4d65-8c68-1fc0b1eecfe3,Individual Contributor,62,52.1,48,5,10,2025-10-28T20:33:45.195626,2020-10-14T20:33:45.195627,2025-11-17T20:33:45.195629
be0f9b85-1513-3041-3ef2-7c7127cda99f,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,acbf34d3-0f34-4f18-9eb3-9d41f1d2314d,Manager,55,86.7,43,7,19,2025-10-22T20:33:45.195639,2021-05-12T20:33:45.195641,2025-11-17T20:33:45.195642
a36969ce-9fb3-984d-1f80-86e98f914ca1,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,9374e83d-201e-41b7-8e0e-ed7696d5f7c3,Senior Director,237,82.7,0,29,32,2025-10-22T20:33:45.195653,2006-05-31T20:33:45.195655,2025-11-17T20:33:45.195656
9d77e830-2811-590b-9a13-f2701d297dfe,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,c8052ad4-a0eb-488f-acef-50986f69c671,Senior Contributor,18,53.1,43,4,36,2025-11-16T20:33:45.195667,2024-05-26T20:33:45.195668,2025-11-17T20:33:45.195670
3f7b27fa-d3e2-e52a-bbe5-dbfb1b5e6d1a,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,5eb92eaf-1bb9-4bcd-a3d6-bbc77f08fe47,VP,39,83.3,18,18,19,2025-11-04T20:33:45.195685,2022-09-04T20:33:45.195686,2025-11-17T20:33:45.195688
ac14cb53-574b-e32c-3346-cb823581042d,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,d087bc22-4ecf-452a-91e3-2ff432052c40,Senior Contributor,35,78.6,42,20,29,2025-11-12T20:33:45.195698,2023-01-02T20:33:45.195700,2025-11-17T20:33:45.195701
1ea8d54e-611e-0d0c-4c65-70d68fcd6da2,f34c2c97-575b-493e-b555-137383e5a6ee,b035a935-9dac-499b-8c29-cdf950f9213d,316bc8fc-6253-4f5b-b276-a2b87f1ab926,C-Level,60,51.8,43,9,20,2025-10-27T20:33:45.195712,2020-12-13T20:33:45.195713,2025-11-17T20:33:45.195715
d7c5577c-f117-11b6-3f6d-1515b8147ce2,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,20197db2-f485-46c7-8c5d-acc3a7c523a3,Senior Manager,73,56.1,34,23,8,2025-10-29T20:33:45.195725,2019-11-19T20:33:45.195727,2025-11-17T20:33:45.195728
2b9b1907-921d-8002-c1ab-f4f5e54e481a,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,65e2c84f-a5fa-42b6-abad-3bd023751d74,Senior Manager,169,94.4,15,5,23,2025-11-16T20:33:45.195738,2011-12-31T20:33:45.195740,2025-11-17T20:33:45.195741
1eedf752-708e-459d-206c-0ee01941280c,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,08a99c3a-ebeb-41e4-8bb3-3bbcb9e008de,Manager,126,70.7,12,2,13,2025-11-10T20:33:45.195754,2015-07-13T20:33:45.195755,2025-11-17T20:33:45.195757
e8d125d9-e5e2-2a0a-f346-2fb5619f9e23,f34c2c97-575b-493e-b555-137383e5a6ee,6b0d2e85-bf5f-4224-9bb0-1194259d10b4,864b9fe1-434a-4cf1-a545-99bfef3d4836,Senior Director,62,66.2,23,3,19,2025-11-07T20:33:45.195767,2020-10-14T20:33:45.195769,2025-11-17T20:33:45.195770
8b23aa36-6c26-8689-9687-aac6bf16fc7e,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,85a52a7b-050a-403b-8ff4-b1e53794daf3,Team Lead,110,74.7,17,4,7,2025-11-10T20:33:45.195780,2016-11-04T20:33:45.195781,2025-11-17T20:33:45.195783
9bb9b832-d789-4179-028b-1f2b7c719ec2,f34c2c97-575b-493e-b555-137383e5a6ee,b035a935-9dac-499b-8c29-cdf950f9213d,c3235c2f-5de6-4a72-8da4-e484a0f46c8b,Individual Contributor,48,97.2,20,17,14,2025-10-20T20:33:45.195792,2021-12-08T20:33:45.195794,2025-11-17T20:33:45.195795
ac2aa0c9-1bda-2438-b860-97f0adcaed54,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,c342a13e-1341-45a7-b931-f135e93afc4f,Individual Contributor,89,82.5,28,6,6,2025-10-28T20:33:45.195805,2018-07-27T20:33:45.195809,2025-11-17T20:33:45.195810
17765a60-5ad5-5533-52d5-b483fe7db34d,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,f906d4d8-ae92-4ab0-90fe-ee81440639a3,Team Lead,172,57.1,19,17,27,2025-11-13T20:33:45.195820,2011-10-02T20:33:45.195821,2025-11-17T20:33:45.195823
0ea54782-4a63-2783-35ab-22998101cd5a,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,d1295cdf-af95-4ad0-b93f-6d086b8f8a4c,Individual Contributor,79,40.2,39,3,10,2025-11-15T20:33:45.195833,2019-05-23T20:33:45.195835,2025-11-17T20:33:45.195836
ae63240e-20d2-6341-962e-084a1116c053,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,fff58c01-51b5-4a54-9649-1a4355e7aa0d,Team Lead,85,58.7,6,11,16,2025-10-18T20:33:45.195846,2018-11-24T20:33:45.195848,2025-11-17T20:33:45.195849
c188f3be-2247-837e-53cb-6d0162c771fd,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,23d8dc67-fd87-402f-b50f-67a4470b4274,Director,119,90.7,49,20,5,2025-11-07T20:33:45.195861,2016-02-08T20:33:45.195863,2025-11-17T20:33:45.195864
0fa4a661-7593-0c66-0564-444474437b45,f34c2c97-575b-493e-b555-137383e5a6ee,5b39b32d-b5d0-4dd5-bfae-573209077dd9,b0e2e523-26fb-4f4b-9577-feafa71392d9,VP,26,85.6,27,13,22,2025-10-23T20:33:45.195874,2023-09-29T20:33:45.195876,2025-11-17T20:33:45.195877
2c27ac9e-852d-93ae-e527-6d662b77b45c,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,83e18cf2-9d3d-4c41-b98e-2cbb8c3b55c3,Director,120,75.4,33,26,3,2025-11-08T20:33:45.195890,2016-01-09T20:33:45.195892,2025-11-17T20:33:45.195893
15d9af7d-2815-6175-9b57-80367994bb3f,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,5dbb146d-c88c-4a09-be22-fd130565e458,Manager,105,47.2,25,26,3,2025-11-09T20:33:45.195903,2017-04-03T20:33:45.195904,2025-11-17T20:33:45.195906
b6bfac0b-c5c6-e01e-3b6f-5db85438a473,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,2170cc25-a92f-4e0f-9a54-74fe00e88b32,Individual Contributor,29,46.6,20,2,17,2025-10-24T20:33:45.195916,2023-07-01T20:33:45.195918,2025-11-17T20:33:45.195919
412ffa29-a00c-bda4-527a-5f74f65e8662,f34c2c97-575b-493e-b555-137383e5a6ee,5b39b32d-b5d0-4dd5-bfae-573209077dd9,a0ec8f6b-618c-40b5-9b7d-45ce72a6c443,Director,21,52.4,3,12,18,2025-10-20T20:33:45.195929,2024-02-26T20:33:45.195931,2025-11-17T20:33:45.195932
50917219-ae62-40ff-9759-d0f1d7c350f9,f34c2c97-575b-493e-b555-137383e5a6ee,5b39b32d-b5d0-4dd5-bfae-573209077dd9,5a119062-6517-4c1c-a353-487dac7eb3d9,C-Level,107,43.7,25,30,16,2025-10-27T20:33:45.195945,2017-02-02T20:33:45.195947,2025-11-17T20:33:45.195949
02fd0a97-f976-d49c-ef79-5a658c1ffe0b,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,c43191eb-c628-4bd9-9cb3-bcd5e5e85d2b,Team Lead,87,46.7,9,12,31,2025-11-14T20:33:45.195965,2018-09-25T20:33:45.195966,2025-11-17T20:33:45.195968
2b47a9f0-277f-2ece-5ddf-f81842c49bcc,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,8c0e6245-7620-4d7f-82ba-95071be02531,Senior Contributor,49,59.6,22,14,13,2025-11-16T20:33:45.195983,2021-11-08T20:33:45.195985,2025-11-17T20:33:45.195986
29ecc37b-542d-27dc-16d9-e8d85101c3a5,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,7faff257-d988-4d8b-98a7-1e72cb86b386,Senior Manager,21,43.4,32,12,26,2025-11-01T20:33:45.195998,2024-02-26T20:33:45.195999,2025-11-17T20:33:45.196001
45a8701a-5869-49be-2d0e-9fe988bef60d,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,0f79359c-4d58-4a5d-8ca1-58cfdd4f2d8f,Senior Manager,100,75.5,39,4,27,2025-11-17T20:33:45.196010,2017-08-31T20:33:45.196012,2025-11-17T20:33:45.196014
7f1f7a6d-4a98-b5b7-fcd1-e2aa65fa1df4,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,41787b16-7df7-446b-abde-b3f2071141a4,Individual Contributor,133,91.5,41,27,34,2025-10-19T20:33:45.196029,2014-12-15T20:33:45.196030,2025-11-17T20:33:45.196032
fc45cfae-b5bd-d059-02eb-bc651348c6fc,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,36f878d3-607d-4df2-adb1-ed637422060e,Senior Manager,114,75.2,23,7,19,2025-11-05T20:33:45.196046,2016-07-07T20:33:45.196048,2025-11-17T20:33:45.196049
4d53e388-e7be-51ed-8b5c-7e997d762fa8,f34c2c97-575b-493e-b555-137383e5a6ee,b035a935-9dac-499b-8c29-cdf950f9213d,a666f50a-a520-4c1b-9135-77ae1227f59e,Team Lead,28,50.1,11,21,39,2025-10-18T20:33:45.196059,2023-07-31T20:33:45.196062,2025-11-17T20:33:45.196064
b81baae7-7402-489a-a70c-d20ce1231234,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,d41a552d-1827-4343-b3f1-bfe50d934845,Manager,119,71.1,31,25,30,2025-10-26T20:33:45.196074,2016-02-08T20:33:45.196076,2025-11-17T20:33:45.196077
8499e610-0c76-dacd-6677-807dd0698b27,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,47c07af0-237d-4c36-ab28-390db6318f5b,VP,18,55.4,42,6,6,2025-10-30T20:33:45.196087,2024-05-26T20:33:45.196089,2025-11-17T20:33:45.196090
024e8ff1-80c4-aa82-a515-6d53c71676c9,f34c2c97-575b-493e-b555-137383e5a6ee,7a2e3610-e591-41d0-a71c-0293f85ced58,7a82f6ef-acd9-44fd-9a8b-ff341ff4fbec,Team Lead,14,46.4,12,28,17,2025-10-28T20:33:45.196100,2024-09-23T20:33:45.196102,2025-11-17T20:33:45.196103
96535cc3-62ac-86ae-ab2a-fe840cb9c786,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,0ffddceb-ea24-406a-9b82-da7858106f40,Senior Director,177,80.3,15,19,5,2025-10-31T20:33:45.196124,2011-05-05T20:33:45.196127,2025-11-17T20:33:45.196130
ae95bdd3-aed6-9c96-1996-43e6df6846d9,f34c2c97-575b-493e-b555-137383e5a6ee,f544756d-a432-4897-8abc-71a730f7f164,26ed9b3b-f1de-4c97-9587-1fdab7e14f83,Team Lead,92,59.0,20,16,27,2025-10-29T20:33:45.196157,2018-04-28T20:33:45.196159,2025-11-17T20:33:45.196160
b02d759e-36cb-17a4-6924-25cdfb0a3571,f34c2c97-575b-493e-b555-137383e5a6ee,6b0d2e85-bf5f-4224-9bb0-1194259d10b4,9a18be2e-203e-425e-a418-8d6ddac18483,Manager,35,60.5,2,22,9,2025-11-17T20:33:45.196172,2023-01-02T20:33:45.196173,2025-11-17T20:33:45.196175
e7282156-9cef-0e05-ea1e-1ec65cd8ab92,f34c2c97-575b-493e-b555-137383e5a6ee,c2cf845a-bf44-4514-bc07-156b26d524d6,25ce9a53-3d6a-453c-91d7-6607aa49db06,Team Lead,70,80.7,24,2,25,2025-10-27T20:33:45.196185,2020-02-17T20:33:45.196187,2025-11-17T20:33:45.196188
8d0f5d22-0466-725d-d748-a0e0b96b7373,f34c2c97-575b-493e-b555-137383e5a6ee,9c04d369-5de3-44f7-9263-09599413bdc2,e58d3da5-4894-4f09-b683-e4def808f444,Senior Director,92,45.6,42,29,26,2025-11-06T20:33:45.196202,2018-04-28T20:33:45.196203,2025-11-17T20:33:45.196205
d4bdb59e-16b1-d32b-0d34-d25e31bf9a43,f34c2c97-575b-493e-b555-137383e5a6ee,bd103e83-ae26-49dd-86da-878f5a0aa584,540f9fe6-22ea-4048-a633-da680264eea5,Team Lead,155,68.4,0,15,6,2025-11-13T20:33:45.196220,2013-02-23T20:33:45.196222,2025-11-17T20:33:45.196223
3583fd35-d52e-b599-718c-c0c861ca227b,f34c2c97-575b-493e-b555-137383e5a6ee,3d251303-cfaa-466d-9f7d-ea2025b416ff,d9ba01d6-df94-4ac6-9211-07de2d7449b3,C-Level,155,62.3,13,4,34,2025-10-18T20:33:45.196235,2013-02-23T20:33:45.196237,2025-11-17T20:33:45.196238
